Central Europe and the Baltics,CEB,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,,
Switzerland,CHE,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,
Switzerland,CHE,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,
Switzerland,CHE,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,23.7,,,19.2,,14.9,,14.1,,11.3,,10.6,,11.5,,,11.1,,,7.7,,,6.9,,5.2,,3,,3.3,,2
Chile,CHL,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,10.7,,,7.8,,5.1,,5.1,,3.8,,3.6,,4.4,,,4.1,,,2.5,,,2.6,,1.6,,0.9,,1.3,,0.7
Chile,CHL,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,4.1,,,2.8,,1.5,,1.9,,1.2,,1.3,,1.8,,,1.8,,,0.9,,,1.3,,0.7,,0.5,,0.8,,0.4
Chile,CHL,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,
China,CHN,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,67.3,,,62.5,,,54,,,51.4,,,43.9,,,33.5,,,27.6,,23.1,19.8,17.3,11.7,9.7,7.8,,
China,CHN,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,47,,,41.4,,,31.7,,,30.5,,,24.6,,,15.4,,,12.4,,9.6,7.4,6.2,2.8,2.1,1.4,,
China,CHN,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,24.1,,,20.3,,,12.9,,,13.1,,,10.1,,,4.8,,,3.9,,2.7,1.8,1.4,0.4,0.3,0.2,,
China,CHN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,43.6,,,,,40.5,,,,,37.3,,,,,32.9,,31,,29.1,,,,,25.2,,,
Cote d'Ivoire,CIV,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,17.5,17.3,22,28.3,,,,38.3,,,38,,,42.6,,,,41.9,,,,,,43.8,,,,,,,43.6,,
Cote d'Ivoire,CIV,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,6.4,4.3,7.2,10.5,,,,18.9,,,17.9,,,21.3,,,,20.8,,,,,,24.3,,,,,,,23.3,,
Cote d'Ivoire,CIV,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,2.1,0.6,1.6,2.6,,,,6.7,,,4.7,,,7.6,,,,7.1,,,,,,10.4,,,,,,,9.1,,
Cote d'Ivoire,CIV,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,53.4,,,,,54.3,,,,,55.3,,,,,56.2,,56.6,,57,,,,,56,,,
Cameroon,CMR,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,54.6,,,,,39.9,,,,,,42.2,,,,,,,35,,,
Cameroon,CMR,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,34.7,,,,,19.4,,,,,,22.8,,,,,,,18.7,,,
Cameroon,CMR,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,15.3,,,,,6.1,,,,,,8.3,,,,,,,7.6,,,
Cameroon,CMR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,50.8,,,,,49.6,,,,,48.4,,,,,47.4,,46.6,,46.1,,,,,37.8,,,
"Congo, Dem. Rep.",COD,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4,,,,,,,,73.4,,,,,
"Congo, Dem. Rep.",COD,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1,,,,,,,,57.6,,,,,
"Congo, Dem. Rep.",COD,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6,,,,,,,,38.6,,,,,
"Congo, Dem. Rep.",COD,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.4,,69.1,,61.7,,,,,74.8,,,
"Congo, Rep.",COG,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.3,,,,,,47.6,,,,,,
"Congo, Rep.",COG,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,29.1,,,,,,
"Congo, Rep.",COG,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,,,,,,14.9,,,,,,
"Congo, Rep.",COG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4,,51.7,,49.9,,,,,46.9,,,
Colombia,COL,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,20,,,,27.3,,,30.5,27.3,31,24.9,22.7,22.2,19.8,,,19,17.7,16,14.2,13.7,12.7,11.7,11,10.9,10.2
Colombia,COL,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,9,,,,15.2,,,17.9,16,17.4,12.2,10.5,9.7,8.6,,,9.1,8,6.9,5.9,5.7,5.3,4.8,4.3,4.3,3.8
Colombia,COL,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,4.7,,,,9.1,,,11,11,10.2,5.4,4.5,3.6,3.3,,,4.3,3.4,2.9,2.3,2.3,2.2,2,1.8,1.8,1.6
Colombia,COL,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,31.2,,,,,26.8,,,,,22.3,,,,,17.9,,16.1,,14.3,,,,,13.1,,,
Comoros,COM,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,,,,,,,,,30.5,,,,
Comoros,COM,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,,,,,15,,,,
Comoros,COM,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,6.2,,,,
Comoros,COM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,65.4,,,,,65.4,,,,,65.4,,,,,68.9,,68.9,,,,,,,69.6,,,
Cabo Verde,CPV,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,29.6,,,,,,21.5,,,,,,,,,,
Cabo Verde,CPV,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,13.8,,,,,,8,,,,,,,,,,
Cabo Verde,CPV,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,1.8,,,,,,,,,,
Cabo Verde,CPV,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,CRI,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,34.7,,,,,23.7,,,20.1,17.3,20.4,17.8,15,12.5,13.2,14.9,12.8,10.5,12.2,12.5,9.5,9,8.8,8.6,7.4,7.2,5.3,5.3,5.3,4.3,4.4,4.1,4.1,3.9,3.9,3.6,3.1
Costa Rica,CRI,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,20.1,,,,,11.4,,,11.2,9,10.5,8.6,7.6,6.1,6.5,7.4,5.7,4.5,5.7,5.9,4.4,4.1,3.9,3.7,2.8,2.9,1.7,2,2.2,1.5,1.6,1.5,1.5,1.4,1.4,1.3,1
Costa Rica,CRI,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,10.8,,,,,5.7,,,7.4,5.3,5.7,4.8,4.6,3.5,3.7,4.2,3.1,2.4,3,3.2,2.2,2.1,1.9,1.7,1.1,1.2,0.7,0.9,1.1,0.7,0.6,0.6,0.6,0.6,0.6,0.5,0.4
Costa Rica,CRI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,,,,,,5.5,,,
Caribbean small states,CSS,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.80522788,,,,,,,,,,,,
Cuba,CUB,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0,0.1,0,0,0,0.1,0.1,0,,
Cyprus,CYP,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.1,0,,
Cyprus,CYP,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Cyprus,CYP,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,CZE,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,0.1,,,0.3,,,,,,,,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0,,
Czech Republic,CZE,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,0,,,0.2,,,,,,,,0,0,0,0.1,0,0,0,0,0.1,0,0,0,,
Czech Republic,CZE,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,0,,,0.1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,
Czech Republic,CZE,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,0.1,,,0.3,0.3,,,0.1,,0.1,0.1,0.3,0.2,0.1,0.1,0,0,0.1,0.1,0.1,0,,0,,0.1,,
Germany,DEU,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,0,,,0.1,0.2,,,0,,0,0,0.1,0.1,0,0,0,0,0.1,0,0,0,,0,,0,,
Germany,DEU,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,0,,,0.1,0.1,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,
Germany,DEU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,37.2,,,,,,,,,,32.6,36.3,,,,32.5
Djibouti,DJI,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,,,,,,,,,16.2,18.1,,,,14.9
Djibouti,DJI,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,7.9,7.6,,,,5.7
Djibouti,DJI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.6,,,
Dominica,DMA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.2,0.2,0.3,0.5,0.1,0.1,0,0.3,0.2,0.2,,
Denmark,DNK,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.1,0.1,0.1,0.3,0,0,0,0.3,0.1,0.2,,
Denmark,DNK,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.1,0,0,0.1,0.1,0,0,0,0.2,0.1,0.1,,
Denmark,DNK,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,11.4,,,24.6,,,15.5,,,,12.2,11.6,,,11.6,11.1,12.3,15.2,19,14.3,12.6,12.3,12.4,11.2,11,10.4,10.5,9.9,8.2,6.9,6.3,
Dominican Republic,DOM,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,4.7,,,11,,,5.4,,,,4.7,4.8,,,4.7,3.8,5.1,6.1,7.9,5.3,4.3,4.2,3.9,3.4,3.1,3.1,3.1,2.6,2.3,1.9,1.7,
Dominican Republic,DOM,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,1.7,,,3.4,,,1.5,,,,1.9,2,,,1.8,1.1,1.9,2.2,2.7,1.7,1.2,1.2,1,0.8,0.6,0.7,0.7,0.5,0.5,0.5,0.5,
Dominican Republic,DOM,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,27.9,,,,,24.4,,,,,21,,,,,17.6,,16.2,,14.8,,,,,12.1,,,
Algeria,DZA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,21.5,,,,,,,20.5,,,,,,,,,,,,,,,,6.7,,,,,,
Algeria,DZA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,6.8,,,,,,,6.6,,,,,,,,,,,,,,,,0.8,,,,,,
Algeria,DZA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,0.9,,,,,,,1.1,,,,,,,,,,,,,,,,0.2,,,,,,
Algeria,DZA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,46.68419107,,,,,42.0211566,,,,,37.9019609,,,,,33.11725553,,30.59992867,,28.95657515,,,,,25.79381144,,,
Early-demographic dividend,EAR,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,48.65707529,,,,,44.52579251,,,,,39.3507498,,,,,33.10978355,,31.49370161,,31.10872064,,,,,27.03849344,,,
East Asia & Pacific,EAS,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,84.6,,,68.7,,,64.1,,,63.9,,,59.8,,,52.3,,,50.1,,,43,,,34.5,,,29.4,,24.4,21.6,19.6,15.3,,11.7,,
East Asia & Pacific,EAS,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,58.7,,,49.9,,,43.5,,,44,,,39.4,,,31.1,,,29.5,,,23.5,,,16,,,13.1,,10.1,8.2,7.2,4.6,,3.1,,
East Asia & Pacific,EAS,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,38.1,,,27.2,,,21.6,,,22.4,,,19.3,,,12.9,,,12.3,,,9.1,,,4.9,,,3.8,,2.5,1.8,1.5,0.7,,0.5,,
East Asia & Pacific,EAS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,46.68419107,,,,,42.0211566,,,,,37.9019609,,,,,33.11725553,,30.59992867,,28.95657515,,,,,25.79381144,,,
Europe & Central Asia (excluding high income),ECA,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,13.8,,,16.8,,,18.2,,,13.5,,,10.3,,,6.5,,6.1,5.7,5.5,5.1,,4.9,,
Europe & Central Asia,ECS,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,5.1,,,6.7,,,7.3,,,5.2,,,4.2,,,2.5,,2.3,2.1,1.9,1.7,,1.6,,
Europe & Central Asia,ECS,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,1.6,,,2.4,,,2.4,,,1.7,,,1.4,,,0.8,,0.7,0.6,0.5,0.4,,0.4,,
Europe & Central Asia,ECS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,27,,,,,,,29.3,,,,29.3,33,39.5,,,25.1,26,21.3,17.2,16.9,15.8,15.4,13.2,11.3,10.5,9.4,8.2,8.8,8.7,8.2
Ecuador,ECU,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,14.5,,,,,,,15.2,,,,14.2,18.6,22.9,,,12.4,13.1,10.4,7.2,7.3,6.7,6.3,5.1,4.4,4.1,3.1,2.6,3.3,3.3,2.9
Ecuador,ECU,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,7.3,,,,,,,7.7,,,,6.1,9.8,11.6,,,5.6,6.2,4.6,2.8,3.1,2.9,2.5,1.9,1.8,1.5,1,0.8,1.2,1.2,1.1
Ecuador,ECU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,,,,,,,,,36,,,
"Egypt, Arab Rep.",EGY,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,30.8,,,,,31.3,,,,23,,,,,28.3,,,,27.4,,22,,19.6,,,18.5,,
"Egypt, Arab Rep.",EGY,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,9.6,,,,,8.7,,,,4.6,,,,,7.3,,,,6.6,,4.1,,3,,,3,,
"Egypt, Arab Rep.",EGY,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,1.1,,,,,0.6,,,,0.3,,,,,0.6,,,,0.6,,0.2,,0.2,,,0.2,,
"Egypt, Arab Rep.",EGY,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,50.2,,,,,39.2,,,,,28.1,,,,,17.1,,14.4,,13.1,,,,,10.6,,,
Euro area,EMU,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
