Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Ecuador,ECU,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,61.81200027,61.91799927,61.8769989,62.03300095,62.11299896,62.16600037,62.36399841,64.83799744,64.43499756,64.2519989,64.27899933,63.46300125,62.5870018,65.24099731,65.51000214,66.92500305,65.78800201,65.40299988,63.10800171,62.40499878,62.09700012,62.84799957,62.35699844,61.90599823,64.15699768,65.36399841,66.52300262,66.41400146,66.29499817
"Egypt, Arab Rep.",EGY,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,42.28499985,42.45299911,41.54299927,42.39400101,41.3030014,41.78499985,41.58499908,41.23899841,42.65599823,41.9679985,41.38399887,40.58100128,40.55899811,41.31499863,41.3409996,42.06600189,43.86399841,43.90499878,44.24000168,44.875,43.17200089,43.1969986,43.40200043,43.45899963,42.03900146,42.15200043,42.35699844,42.57699966,42.68799973
Euro area,EMU,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,50.74769791,49.86663484,48.60966308,48.0450512,48.06355594,48.03496238,48.14541238,48.59328024,49.29219003,49.97265266,50.4051124,50.606267,50.77089377,50.73097481,51.237348,51.84768946,52.54865283,52.7186372,51.48959368,51.06833148,50.9792333,50.4863075,50.03988298,50.10104039,50.46702121,51.00289056,51.58654816,51.89939728,51.94773884
Eritrea,ERI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,75.6269989,75.48100281,75.4980011,75.16400146,74.88500214,74.93299866,74.83599854,74.66400146,74.60700226,74.1269989,74.23999786,73.73200226,73.65399933,73.54599762,73.64499664,73.87200165,74.26699829,74.72599792,74.33799744,74.46199799,74.60199738,74.72100067,74.81600189,74.97599792,75.0759964,75.18900299,75.31400299,75.27999878,75.27500153
Spain,ESP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,42.10400009,41.0320015,38.82400131,38.04899979,38.64500046,39.17499924,40.2879982,41.61299896,43.70700073,45.53300095,46.72800064,47.70899963,48.64799881,49.52600098,51.6230011,52.75,53.32099915,52.2140007,48.49599838,47.50899887,46.58200073,44.56800079,43.53699875,44.20899963,45.47299957,46.69300079,47.7480011,48.46300125,48.5929985
Estonia,EST,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.09999847,60.375,58.27500153,57.35699844,55.79600143,55.13299942,55.1780014,54.68299866,52.3730011,51.11800003,50.46699905,51.13800049,52.19800186,52.875,53.9129982,56.99399948,57.88700104,58.00299835,52.62900162,50.41600037,53.6570015,55.13600159,55.99499893,56.65599823,58.34899902,58.68999863,59.95600128,59.8730011,59.35900116
Ethiopia,ETH,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,75.76799774,75.73999786,75.61299896,75.60099792,75.84600067,76.21399689,76.45800018,76.81199646,76.98300171,77.55699921,78.09899902,78.57299805,79.05400085,79.60099792,80.06500244,80.08999634,80.03099823,79.90399933,79.54299927,79.33000183,79.2440033,79.15100098,78.94599915,78.91999817,78.84899902,78.80999756,78.79299927,78.85299683,78.93800354
European Union,EUU,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.78826827,51.96433106,50.7590893,50.27086965,50.30136631,50.20261441,50.36440867,50.66797862,50.98790286,51.27544682,51.46929909,51.22402282,51.32121701,51.27570039,51.70476893,52.32669731,53.03549603,53.3429113,52.20538336,51.82199425,51.70056611,51.44045984,51.20092478,51.55835511,51.99744525,52.55833535,53.21240788,53.51732348,53.54408825
Fragile and conflict affected situations,FCS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.02529375,61.89524671,61.65656556,61.51357817,61.40798935,61.24992297,61.05907701,60.88947607,60.58470891,60.3541953,60.04882479,59.75081996,59.57368303,59.31757875,59.0642973,58.71163104,58.33429756,57.91105578,57.36692348,56.98017611,56.74292849,56.46978234,56.41381971,56.41948162,56.32819111,56.0772554,55.97906471,55.88838313,55.80185722
Finland,FIN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,59.61600113,55.06299973,51.47399902,50.66600037,49.65800095,49.95800018,51.00099945,52.13999939,53.70100021,54.23300171,54.91999817,54.92200089,54.64199829,54.2820015,55.51900101,56.31600189,57.10300064,57.59700012,55.45399857,54.81700134,55.16699982,55.07300186,54.20899963,53.76900101,53.31000137,53.31600189,53.66400146,53.99700165,54.11100006
Fiji,FJI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,57.93799973,57.62799835,57.50699997,57.23099899,57.12400055,56.9090004,56.45399857,56.06499863,55.42900085,54.97800064,54.8370018,54.75299835,54.75699997,54.71500015,54.7480011,55.67200089,56.57899857,57.4980011,58.01699829,58.76399994,59.6590004,58.48099899,57.4129982,56.08000183,55.48400116,55.02000046,54.93299866,54.88399887,54.81399918
France,FRA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,50.20999908,49.68399811,49.0340004,48.23600006,48.66799927,48.7140007,48.29899979,48.62900162,48.91600037,49.86899948,50.49000168,50.64400101,51.47100067,51.05699921,51.38600159,51.29899979,51.84400177,52.25299835,51.45999908,51.28900146,51.06900024,50.88399887,50.54499817,49.96699905,49.81999969,49.84799957,50.06100082,50.00400162,49.88299942
Faroe Islands,FRO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,37.75600052,37.61299896,37.29000092,37.31299973,37.28699875,37.27199936,37.48199844,37.58399963,37.5320015,37.70700073,37.89899826,38.03900146,38.15999985,38.48300171,38.90399933,39.20199966,39.35699844,39.59500122,39.34199905,39.18899918,39.4620018,39.88499832,40.25400162,40.72000122,41.06499863,41.47299957,41.81999969,41.93899918,42.01699829
United Kingdom,GBR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.84999847,55.69300079,54.84600067,55.10300064,55.52999878,55.87900162,56.72299957,57.15499878,57.54899979,58.02299881,58.125,58.1609993,58.4129982,58.58599854,58.81299973,58.75699997,58.66400146,58.69499969,57.34400177,57.01900101,56.77999878,57.09000015,57.45100021,58.40299988,58.94100189,59.34899902,59.61000061,59.85300064,59.92599869
Georgia,GEO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,64.8789978,63.47999954,63.93199921,62.39199829,62.64799881,59.30500031,58.66799927,56.41199875,56.65499878,56.63700104,58.4980011,55.66899872,57.47299957,55.58599854,54.62200165,54.76900101,55.00899887,52.19300079,52.03499985,53.55799866,54.53300095,55.65200043,55.375,57.31200027,58.52799988,58.06900024,58.0530014,58.0340004,57.98899841
Ghana,GHA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,71.53800201,71.45400238,70.96700287,70.49900055,69.98500061,69.51100159,69.10199738,68.625,67.16899872,66.93499756,67.17500305,67.13700104,67.31400299,67.55200195,67.66799927,67.76899719,67.4509964,67.00700378,66.2539978,65.7460022,64.97499847,64.52799988,63.84400177,63.41199875,62.78499985,62.90200043,63.04899979,62.95299911,62.84400177
Gibraltar,GIB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.21300125,63.1230011,62.98500061,62.86399841,62.74900055,62.71500015,62.65399933,62.58800125,62.49000168,62.48099899,62.39599991,62.27399826,62.38600159,62.39099884,62.41600037,62.53900146,62.50400162,62.5929985,62.33100128,62.18899918,62.17699814,62.20299911,62.10499954,62.05199814,62.03499985,62.31100082,62.29299927,62.26699829,62.29199982
"Gambia, The",GMB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.07500076,52.04899979,51.7879982,51.7480011,51.72100067,51.73400116,51.60900116,51.54299927,51.42499924,51.46099854,51.76100159,51.83100128,51.99399948,52.53499985,52.80899811,53.22999954,53.46500015,53.59600067,53.43600082,53.53099823,53.68199921,53.91999817,53.70999908,53.81999969,53.80400085,53.86500168,54.14899826,54.20500183,54.27000046
Guinea-Bissau,GNB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,70.00800323,69.93599701,69.66400146,69.72699738,69.35399628,69.18900299,69.15699768,69.13999939,68.87400055,68.81199646,68.82700348,68.73100281,68.76000214,68.75499725,68.84500122,69.01499939,69.21399689,69.29699707,69.01300049,69.00900269,69.03600311,69.15200043,69.24199677,69.50299835,69.55400085,69.71099854,69.92199707,69.99299622,70.06099701
Equatorial Guinea,GNQ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,53.95899963,53.7820015,53.7820015,54.03699875,54.33300018,54.55099869,54.04399872,54.29499817,54.02099991,54.07099915,53.97100067,54.06299973,54.21699905,54.64300156,55.20500183,55.40100098,55.76100159,56.13700104,56.36999893,56.77899933,56.58000183,56.70899963,56.62400055,56.94400024,57.07300186,56.52299881,56.4109993,56.42499924,56.5870018
Greece,GRC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,46.11800003,46.66999817,46.13600159,46.6230011,46.95500183,47.24900055,47.09700012,47.25600052,47.06100082,47.36000061,46.88100052,47.41899872,48.04199982,48.29199982,48.27999878,49.05099869,49.3030014,49.64300156,49.04999924,47.49000168,44.20600128,40.50899887,38.68899918,38.94599915,39.87099838,40.64599991,41.68000031,42.6609993,42.9980011
Grenada,GRD,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,60.41799927,60.40800095,60.26800156,60.18399811,60.18399811,60.14400101,60.18799973,60.31499863,60.34199905,60.4109993,60.57300186,60.65999985,60.7859993,60.81399918,60.61500168,60.50699997,60.37099838,60.13600159,59.63600159,59.31499863,58.73699951,64.23300171,59.40399933,60.10400009,59.88700104,60.3390007,60.59799957,60.5890007,60.60300064
Guam,GUM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,69.04699707,68.76000214,67.46800232,65.82299805,65.40699768,64.92299652,63.73199844,64.79100037,60.23400116,59.01699829,60.22200012,61.18799973,62.20299911,63.15499878,63.3429985,62.7859993,61.87200165,61.5909996,60.76399994,61.2179985,57.58499908,58.18299866,58.41199875,60.74100113,60.97000122,61.73600006,61.59500122,61.15599823,60.80099869
Guyana,GUY,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,52.54000092,52.75,52.71699905,52.11100006,51.74300003,51.40100098,51.19800186,50.97600174,50.56299973,50.38700104,50.02399826,49.52000046,49.4109993,49.47100067,49.62400055,49.98199844,50.2519989,50.2519989,49.7120018,49.53699875,49.64599991,49.74100113,49.76599884,49.91799927,49.97200012,50.20199966,50.4109993,50.46099854,50.48400116
High income,HIC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,56.60007867,56.12149365,55.56332506,55.6132803,55.81116039,55.86598688,56.13162917,56.11783139,56.26699428,56.57689442,56.3991365,56.06585078,55.96033789,56.03254309,56.42112457,56.87790805,57.29516047,57.26700673,55.77329223,55.42788495,55.49086064,55.549127,55.58229482,55.95461649,56.33640903,56.76822742,57.24574835,57.3920408,57.33253958
"Hong Kong SAR, China",HKG,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.54499817,61.4980011,60.91899872,60.70299911,59.93899918,59.83200073,59.94800186,58.47000122,57.41600037,58.22499847,58.09600067,57.08100128,56.39899826,57.01499939,57.49399948,57.89899826,58.39799881,58.20899963,57.06399918,56.56600189,57.54499817,58.08200073,58.7480011,58.64300156,58.72000122,58.57400131,58.64899826,58.59000015,58.29899979
Honduras,HND,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,63.0530014,64.20999908,64.39600372,64.40599823,64.39199829,63.77799988,64.68000031,64.37000275,64.51100159,63.39199829,62.39099884,62.10499954,61.00999832,60.29999924,60.7179985,60.05699921,59.34500122,60.09899902,61.0870018,61.68899918,59.4280014,59.02799988,61.56700134,62.03900146,62.6780014,61.93399811,62.56200027,62.55199814,62.54299927
Heavily indebted poor countries (HIPC),HPC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,69.60711633,69.57488695,69.36165999,69.30750012,69.26557542,69.28238957,69.28424971,69.31450818,69.10694395,69.10062349,69.12021852,69.09501722,69.11764307,69.23529792,69.31305401,69.31026433,69.22257925,69.00075418,68.43963096,68.01646002,67.8263025,67.65248191,67.64279856,67.64860989,67.47516512,67.54205515,67.60992793,67.58114526,67.55314559
Croatia,HRV,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,51.19800186,50.8429985,50.43199921,50.16799927,49.90499878,49.74200058,49.35699844,48.10699844,46.63800049,45.02799988,44.85800171,44.41999817,45.04399872,46.18099976,46.58399963,46.85100174,47.8429985,48.73899841,48.36500168,46.55799866,44.7859993,43.22000122,42.09700012,43.35800171,44.33499908,44.74100113,46.06999969,47.11299896,47.47200012
Haiti,HTI,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.56800079,62.23300171,61.81000137,61.40000153,61.02600098,60.70299911,60.16500092,59.74599838,59.24200058,58.1269989,57.46099854,56.69599915,56.1590004,55.50099945,54.88000107,54.48099899,54.06299973,54.82099915,54.86500168,55.37900162,56.13100052,56.93600082,57.18500137,57.58499908,57.9280014,58.19800186,58.56399918,58.69900131,58.93199921
Hungary,HUN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,49.22999954,48.98500061,45.97700119,45.00899887,44.4109993,43.27500153,42.98300171,43.5929985,45.36800003,45.77500153,45.98400116,46.03300095,46.74300003,46.48300171,46.54199982,46.77000046,46.62799835,46.09700012,44.9679985,44.85900116,45.15599823,45.90100098,46.75799942,49.49499893,51.07799911,52.90100098,53.91600037,54.09500122,54.13100052
IBRD only,IBD,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,64.38166834,64.35993216,64.00506793,63.71813121,63.33426904,63.00641908,62.75048036,62.42959244,62.19714945,61.99398569,61.58336318,61.12203072,60.74163101,60.74785374,60.62551525,60.43690148,60.35451822,60.0517274,59.51653435,59.24935396,59.02442661,58.80686024,58.67568699,58.5376648,58.32669349,58.08714613,57.99448772,57.76972557,57.50289522
IDA & IBRD total,IBT,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,64.11799195,64.0860741,63.74353321,63.49309555,63.141864,62.86071157,62.65045447,62.36727986,62.15441688,61.98334723,61.63620397,61.22997038,60.91518124,60.92252302,60.81092237,60.65559695,60.58098343,60.30458815,59.80594429,59.58078987,59.38296826,59.19161575,59.07317128,58.9688835,58.79245788,58.59231391,58.59558321,58.43380767,58.23510285
IDA total,IDA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.82317861,62.7532643,62.48201431,62.41805925,62.23257288,62.17677513,62.18521237,62.0804209,61.9596338,61.93529846,61.87272516,61.70925184,61.67991465,61.68563039,61.61287658,61.59207005,61.53961645,61.36161034,61.00024573,60.93029822,60.82378998,60.71773677,60.62890494,60.63355637,60.56503136,60.4877466,60.8181702,60.85170526,60.85847438
IDA blend,IDB,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,55.92987129,55.83424944,55.40477406,55.34629472,54.84912007,54.82593715,54.99225743,54.79062326,54.80851022,54.99161973,54.8655252,54.73956655,54.85182575,54.94202935,54.74879625,54.70919204,54.86005729,54.78352883,54.69728675,54.69270813,54.78123079,54.77875042,54.68375054,54.76989195,54.67174025,54.54548911,54.70279187,54.76271679,54.76394122
Indonesia,IDN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.58100128,63.38999939,63.18099976,63.13899994,63.09700012,63.02899933,63.01200104,63.33300018,63.51800156,63.15299988,62.32899857,60.8730011,60.44499969,60.2859993,58.82600021,59.14400101,60.82699966,61.68399811,62.4070015,63.22399902,63.67699814,64.66100311,64.1740036,64.1969986,63.62099838,63.48500061,64.35500336,64.23799896,64.14700317
IDA only,IDX,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,66.39233162,66.32763816,66.1305223,66.05648933,66.02483418,65.95422765,65.88458778,65.83288707,65.64270475,65.51407416,65.48406495,65.30075274,65.19802371,65.16023031,65.15008055,65.14082209,64.98615538,64.75894158,64.25869571,64.16061101,63.95524896,63.79493756,63.70847767,63.66953367,63.61405696,63.55736482,63.97174219,63.98586485,63.98814516
Isle of Man,IMN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,57.2140007,57.16999817,57.08499908,57.11700058,56.93600082,56.70999908,56.5359993,56.31900024,56.0909996,55.92300034,56.01800156,56.09600067,56.21500015,56.47000122,56.68500137,55.98799896,55.29999924,54.51800156,53.56800079,52.76900101,51.81600189,50.84600067,50.77999878,50.79899979,50.75600052,50.7120018,50.71699905,50.60100174,50.48500061
Not classified,INX,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,47.59999847,46.87900162,47.0929985,48.21699905,49.81700134,50.67300034,52.17100143,55.45500183,58.06399918,59.82899857,60.13299942,59.9280014,59.94499969,60.19300079,62.22399902,62.88800049,63.08499908,61.33599854,56.10400009,53.83200073,52.73899841,52.40800095,53.73099899,54.67399979,55.81700134,56.94800186,57.72299957,57.99000168,57.87599945
"Iran, Islamic Rep.",IRN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,40.53099823,40.33300018,39.86299896,39.48500061,39.27199936,39.05400085,38.93000031,38.81200027,38.78699875,38.95000076,39.23199844,39.45500183,40.61500168,41.83200073,41.67900085,41.18799973,40.60599899,38.73099899,38.55500031,37.32400131,37.42399979,37.01399994,37.61600113,37.22999954,38.06299973,38.82400131,38.88600159,38.76499939,38.54199982
Iraq,IRQ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,37.87400055,38.2140007,38.17200089,38.22399902,38.27199936,38.35300064,38.41999817,38.38600159,38.34600067,38.43399811,38.39699936,38.31800079,38.25500107,38.22299957,38.32699966,38.45100021,38.59799957,38.79999924,38.54000092,38.63499832,38.81600189,38.93000031,38.85100174,39.13499832,39.0929985,38.77399826,39.14099884,39.17599869,39.23099899
Iceland,ISL,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,72.36399841,71.96800232,70.52100372,70.5059967,72.73100281,72.79299927,71.85700226,73.6780014,75.54599762,76.84899902,76.6309967,74.70899963,73.71499634,73.3010025,73.83799744,74.45400238,74.99299622,73.83000183,69.25099945,69.23600006,69.09100342,69.88999939,71.05699921,72.53399658,73.95400238,75.42299652,74.52600098,74.09700012,73.76200104
Israel,ISR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,51.23600006,51.19599915,53.13800049,55.51900101,56.41500092,55.97700119,54.76900101,53.88100052,53.93500137,54.41899872,53.97000122,52.67200089,52.57500076,53.31000137,54.7140007,55.49399948,56.81800079,57.91799927,56.76499939,57.68600082,58.375,59.1969986,59.77299881,60.375,60.76399994,61.14599991,61.40599823,61.52299881,61.49200058
Italy,ITA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,45.47900009,44.22200012,43.35200119,42.44599915,41.81000137,41.79999924,41.71099854,41.8429985,42.24200058,42.64599991,43.39699936,43.97299957,44.50299835,45.68199921,45.2120018,45.61700058,45.68399811,45.64300156,44.52999878,43.95800018,43.85400009,43.52700043,42.44599915,42.35300064,42.61199951,43.13700104,43.61600113,43.91799927,44.1969986
Jamaica,JAM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,58.04700089,58.59799957,58.26100159,59.20800018,58.12900162,57.77099991,56.91199875,56.73300171,56.37099838,56.26699829,56.44900131,56.68500137,58.01100159,58.1230011,58.10900116,58.58300018,58.82600021,58.30899811,57.4980011,56.70100021,56.34999847,55.4090004,55.17699814,56.34899902,56.59899902,57.68299866,59.09999847,60.73699951,60.81000137
Jordan,JOR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,32.97499847,32.92599869,33.34700012,34.83100128,36.22700119,36.65800095,36.5320015,36.44100189,36.29800034,36.26599884,35.76499939,35.17300034,34.96699905,34.89899826,34.84000015,34.97200012,36.54000092,36.46900177,37.10300064,36.62900162,35.88899994,35.41199875,34.33100128,34.60900116,34.16899872,33.34000015,33.51300049,33.39300156,33.34600067
Japan,JPN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,62.58100128,62.79399872,62.43799973,61.97200012,61.58399963,61.5340004,61.71300125,60.95299911,60.08200073,59.64699936,59.12900162,58.22600174,57.93000031,57.86000061,57.94400024,58.05199814,58.33499908,58.1590004,57.29199982,57.01100159,56.89799881,56.73099899,57.22800064,57.66600037,57.95000076,58.58000183,59.18299866,59.24700165,59.13600159
Kazakhstan,KAZ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,70.54599762,70.43699646,70.43199921,66.03600311,63.66400146,62.14799881,62.00999832,61.93099976,61.62099838,61.9109993,63.18600082,63.67699814,63.69499969,63.4129982,63.84899902,64.27100372,64.89600372,65.65200043,65.42700195,66.27200317,66.56700134,66.73999786,66.94100189,67.30200195,67.42099762,67.48000336,67.46700287,67.33899689,66.69200134
Kenya,KEN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,65.95200348,65.71299744,65.43499756,65.22299957,65.0490036,64.83599854,64.7990036,64.71600342,64.61599731,63.76699829,62.78099823,61.60499954,60.51699829,59.4980011,58.4980011,58.92399979,59.4280014,59.83200073,59.63299942,59.68000031,59.83800125,59.9109993,59.83200073,59.9620018,59.90100098,59.92200089,60.15000153,60.1269989,60.11899948
Kyrgyz Republic,KGZ,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,61.58399963,62.15999985,61.38399887,61.38999939,61.0719986,59.83499908,59.49900055,58.62200165,58.93600082,59.44200134,59.21300125,56.29000092,57.64799881,58.24700165,59.58800125,60.25099945,59.85599899,59.22700119,58.47399902,58.54499817,59.03300095,58.54100037,57.31000137,57.37400055,57.69300079,57.17499924,57.40299988,57.1570015,56.88999939
Cambodia,KHM,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,78.32299805,78.56199646,78.72100067,78.70700073,78.61000061,78.38600159,78.34999847,78.12200165,77.95800018,76.6760025,81.89600372,81.31199646,80.52899933,79.31800079,80.31500244,81.38899994,82.34700012,83.17500305,83.68599701,84.21499634,83.45200348,82.63700104,81.77100372,80.94200134,80.07700348,80.09100342,80.11199951,80.27600098,80.42299652
Kiribati,KIR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,58.8730011,58.98199844,58.71699905,59.70899963,60.38000107,60.75699997,60.9070015,56.48400116,56.80400085,58.44200134,58.80899811,59.80599976,59.19100189,59.80699921,59.77999878,59.81600189,59.92499924,59.42599869,58.47000122,58.50699997,58.84199905,59.18999863,59.38600159,60.11399841,60.2120018,60.33399963,60.60900116,60.57699966,60.61999893
Kuwait,KWT,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,65.51899719,65.94799805,66.8010025,68.01899719,69.19999695,68.86499786,68.65799713,68.61100006,68.97699738,69.13899994,68.93699646,68.75099945,68.3219986,68.22799683,68.68499756,68.55899811,68.46099854,68.73400116,69.93000031,70.7990036,71.11199951,71.39900208,71.83599854,72.31999969,73.33599854,72.73000336,72.63200378,72.38400269,72.22399902
Latin America & Caribbean (excluding high income),LAC,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,57.85551857,58.25522746,58.59317092,58.53229849,57.92842381,57.43752451,58.17679552,58.12916806,57.67380083,57.66121257,58.083989,58.13421837,58.23400457,59.18441147,59.62058418,60.21841791,60.31642738,60.55389515,60.13596173,60.05093774,60.00784783,60.58611733,60.40202603,60.29206696,60.01274053,59.19014477,59.09847585,59.09013808,59.07558091
Lao PDR,LAO,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,79.42500305,79.34500122,79.1760025,79.02100372,78.88800049,78.83200073,78.81500244,78.76399994,78.58000183,78.44300079,78.36399841,78.14800262,78.01599884,77.8690033,77.73999786,77.76000214,77.7559967,77.69200134,77.51599884,77.49900055,77.49700165,77.52700043,77.53299713,77.5759964,77.59999847,77.61199951,77.63600159,77.73699951,77.83699799
Lebanon,LBN,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,40.18899918,40.28300095,40.09700012,39.95399857,39.92599869,39.81399918,40.06000137,40.2140007,40.43600082,40.72999954,41.20700073,41.6230011,42.0870018,42.34000015,42.32699966,42.35900116,42.39199829,42.82500076,42.9090004,42.69200134,42.9659996,43.1780014,43.40100098,43.66199875,43.92399979,44.07899857,44.30899811,44.34700012,44.39099884
